"week_dat","station","Season","District","monitoring_week","ALCM_count","sum","No_traps","hrs_wet","weekly_CGDD","Total_Rainfall","Mean_mintemp","Mean_maxtemp","Mean_meantemp"
2005-11-07,"LND","2005-06","Waimea",11,4,116,2,45,10761,0.1,8.61666666666667,22.2833333333333,15.4666666666667
2005-11-14,"LND","2005-06","Waimea",12,20,136,2,29,11078.5,15,8.51666666666667,20.1833333333333,14.8833333333333
2005-11-21,"LND","2005-06","Waimea",13,22,158,2,52,11382.1,6.9,6.93333333333333,18.1666666666667,12.85
2005-11-28,"LND","2005-06","Waimea",14,30,188,2,12,11698.4,0.8,11.9666666666667,21.1833333333333,16.75
2005-12-05,"LND","2005-06","Waimea",15,25,213,2,55,12162.2,12.7,14.0833333333333,22.7833333333333,18.15
2005-12-12,"LND","2005-06","Waimea",16,285,498,2,34,12690.2,19.1,16.5,24.55,20.0166666666667
2005-12-19,"LND","2005-06","Waimea",17,212,710,2,74,27086.1,10.7,11.525,24.46,17.915
2006-01-09,"LND","2005-06","Waimea",18,244,954,2,48,767.9,2.8,11.5,23.25,17.3
2006-01-16,"LND","2005-06","Waimea",19,164,1118,2,19,1181.4,5.5,9.43333333333333,22.15,16.2166666666667
2006-01-23,"LND","2005-06","Waimea",20,185,1303,2,61,1621.6,60.8,13.9166666666667,24.3666666666667,18.85
2006-01-30,"LND","2005-06","Waimea",21,263,1566,2,32,2168.5,9.3,14.2,25.4166666666667,19.2166666666667
2006-02-06,"LND","2005-06","Waimea",22,66,1632,2,93,6132.2,59.6,12.6692307692308,22.8076923076923,17.7615384615385
2006-02-20,"LND","2005-06","Waimea",23,214,1846,2,31,3544.4,0,10.9,24.2666666666667,17.7333333333333
2006-02-27,"LND","2005-06","Waimea",24,55,1901,2,44,8907.1,0.8,7.43076923076923,22.9538461538462,15.0769230769231
2006-03-13,"LND","2005-06","Waimea",25,87,1988,2,87,10418.3,7,10.9153846153846,21.2769230769231,15.7384615384615
2006-03-27,"LND","2005-06","Waimea",26,12,2000,2,239,26241.9,138.3,10.0592592592593,19.7333333333333,14.5148148148148
2006-04-24,"LND","2005-06","Waimea",27,3,2003,2,55,6593.1,20.6,9.06666666666667,18.85,13.4333333333333
2006-05-01,"LND","2005-06","Waimea",28,0,2003,2,0,6809.1,0,7.5,18.4,11.6833333333333
2006-05-08,"LND","2005-06","Waimea",29,0,2003,2,0,0,0,0,0,0
2006-08-28,"HAV","2006-07","Havelock North",1,4,4,8,0,34117.6,0,13.84,76.3333333333333,42.5333333333333
2006-09-04,"HAV","2006-07","Havelock North",2,121,125,8,0,34923.2,32,28.4,66.2666666666667,46.2
2006-09-11,"HAV","2006-07","Havelock North",3,171,296,8,0,35334.4,0,16.1,65.6,37.2666666666667
2006-09-18,"HAV","2006-07","Havelock North",4,1146,1442,8,0,36111.6,0,22.2666666666667,85.6,53.4
2006-09-25,"HAV","2006-07","Havelock North",5,2914,4356,8,0,81488.4,140.8,29.8666666666667,68.2769230769231,48.0923076923077
2006-10-09,"HAV","2006-07","Havelock North",6,1256,5612,8,0,38830,6.4,35.04,89.8,58.0666666666667
2006-10-16,"HAV","2006-07","Havelock North",7,259,5871,8,0,39955.6,18.8,25.4,76.2666666666667,50.1333333333333
2006-10-23,"HAV","2006-07","Havelock North",8,69,5940,8,0,40960,72,31.6,76.5333333333333,53.5333333333333
2006-10-30,"HAV","2006-07","Havelock North",9,94,6034,8,0,92596,126.8,30.8307692307692,79.7538461538462,55.3538461538462
2006-11-13,"HAV","2006-07","Havelock North",10,912,6946,8,0,45090.4,0,57.6,104.333333333333,79.4666666666667
2006-11-20,"HAV","2006-07","Havelock North",11,5269,12215,8,0,46786,4,39.4666666666667,97.1333333333333,68.8
2006-11-27,"HAV","2006-07","Havelock North",12,4091,16306,8,0,48204.4,32.8,32.1333333333333,80.2666666666667,55.8666666666667
2006-12-04,"HAV","2006-07","Havelock North",13,1419,17725,8,0,49268.4,26,26.8,76.4666666666667,50.2666666666667
2006-12-11,"HAV","2006-07","Havelock North",14,523,18248,8,0,50471.6,40,39.0666666666667,84.1333333333333,62.8666666666667
2006-12-18,"HAV","2006-07","Havelock North",15,403,18651,8,0,51756.4,136.8,35.7333333333333,77.1333333333333,55.6666666666667
2006-12-25,"HAV","2006-07","Havelock North",16,15882,34533,8,0,53285.6,18,35.3333333333333,88.2,65.1333333333333
2007-01-01,"HAV","2006-07","Havelock North",17,390,34923,8,0,595.6,0,29.7333333333333,77.1333333333333,53.8666666666667
2007-01-08,"HAV","2006-07","Havelock North",18,6962,41885,8,0,2420.4,70.8,66.8666666666667,100.866666666667,80.4666666666667
2007-01-15,"HAV","2006-07","Havelock North",19,29964,71849,8,0,4338,0,46.6666666666667,94,69.5333333333333
2007-01-22,"HAV","2006-07","Havelock North",20,10513,82362,8,0,6518.4,41.2,62.5333333333333,106.2,80.2
2007-01-29,"HAV","2006-07","Havelock North",21,4379,86741,8,0,8520.8,124.8,47.0666666666667,92.3333333333333,70.0666666666667
2007-02-05,"HAV","2006-07","Havelock North",22,515,87256,8,0,10375.6,48,60.96,87,72.4666666666667
2007-02-12,"HAV","2006-07","Havelock North",23,638,87894,8,0,11460.8,0,34.08,84,51.6666666666667
2007-02-19,"HAV","2006-07","Havelock North",24,5591,93485,8,0,13114.4,0,48.1333333333333,91.8,71.4666666666667
2007-02-26,"HAV","2006-07","Havelock North",25,3931,97416,8,0,14894.4,1.6,51.2666666666667,88.6,68.5333333333333
2007-03-05,"HAV","2006-07","Havelock North",26,3417,100833,8,0,16750.8,0,46.6,100.2,73.4
2007-03-12,"HAV","2006-07","Havelock North",27,336,101169,8,0,18547.6,36.8,34.8,96.4,65.3333333333333
2007-03-19,"HAV","2006-07","Havelock North",28,134,101303,8,0,19893.6,0.8,30.2666666666667,87.5333333333333,58.4
2007-03-26,"HAV","2006-07","Havelock North",29,104,101407,8,0,0,0,0,0,0
2006-08-28,"RIR","2006-07","Motueka",1,2.08,2.08,6,66,21366.6,0,18.75,58.35,36.25
2006-09-04,"RIR","2006-07","Motueka",2,29.42,31.5,6,171,21927.3,31.2,14.35,45,29.35
2006-09-11,"RIR","2006-07","Motueka",3,93.8,125.3,6,141,22273.2,3.6,13,49.95,31.25
2006-09-18,"RIR","2006-07","Motueka",4,544.28,669.58,6,105,22725.6,19.2,18.55,55.5,35.55
2006-09-25,"RIR","2006-07","Motueka",5,434,1103.58,6,216,23353.2,103.8,20,50.45,35.1
2006-10-02,"RIR","2006-07","Motueka",6,1212,2315.58,6,120,23924.4,17.4,15.25,49.1,32.55
2006-10-09,"RIR","2006-07","Motueka",7,192,2507.58,6,105,24483.3,1.8,22,60.2,39.55
2006-10-16,"RIR","2006-07","Motueka",8,75,2582.58,6,186,25177.2,117.6,19.35,52.45,36.2
2006-10-23,"RIR","2006-07","Motueka",9,27,2609.58,6,174,25785.3,45.6,21.45,52.9,36.9
2006-10-30,"RIR","2006-07","Motueka",10,10,2619.58,6,69,26469,0,21.15,57.65,39.75
2006-11-06,"RIR","2006-07","Motueka",11,33,2652.58,6,150,27208.8,42,16.35,55.2,35.75
2006-11-13,"RIR","2006-07","Motueka",12,297,2949.58,6,213,28152.9,155.4,32.15,65.15,47.45
2006-11-20,"RIR","2006-07","Motueka",13,2455,5404.58,6,120,29137.5,50.4,30.4,62.75,45.6
2006-11-27,"RIR","2006-07","Motueka",14,3696,9100.58,6,102,29980.5,70.2,26.05,57.9,41.25
2006-12-04,"RIR","2006-07","Motueka",15,1133,10233.58,6,147,30844.5,34.8,23.9,58.15,41.35
2006-12-11,"RIR","2006-07","Motueka",16,667,10900.58,6,60,31836.6,6.6,29.95,64.5,47.15
2006-12-18,"RIR","2006-07","Motueka",17,1062,11962.58,6,267,73087.2,99.6,32.085,62.535,46.845
2007-01-08,"RIR","2006-07","Motueka",18,3048,15010.58,6,264,2043.6,209.4,43.5,69.05,54.9
2007-01-15,"RIR","2006-07","Motueka",19,5512,20522.58,6,75,3486.9,0,42.35,67.5,54.7
2007-01-22,"RIR","2006-07","Motueka",20,9774,30296.58,6,162,5041.2,34.8,41.1,69.25,54.75
2007-01-29,"RIR","2006-07","Motueka",21,3044,33340.58,6,96,6207.3,37.2,31.3,64.55,47.85
2007-02-05,"RIR","2006-07","Motueka",22,2094,35434.58,6,141,7553.1,0.6,42.9,71.75,56.4
2007-02-12,"RIR","2006-07","Motueka",23,1778,37212.58,6,75,8872.5,0,35.85,67.9,51.75
2007-02-19,"RIR","2006-07","Motueka",24,3065,40277.58,6,267,23866.8,2.4,37.1076923076923,72.3692307692308,54.8307692307692
2007-03-05,"RIR","2006-07","Motueka",25,2398,42675.58,6,267,29552.1,55.2,31.3615384615385,66.8307692307692,47.8384615384615
2007-03-19,"RIR","2006-07","Motueka",26,638,43313.58,6,150,15166.8,0,24.15,65.9,44.55
2007-03-26,"RIR","2006-07","Motueka",27,242,43555.58,6,216,16297.8,67.2,39.25,65.65,50.2
2007-04-02,"RIR","2006-07","Motueka",28,59,43614.58,6,432,38261.4,44.4,21.6923076923077,58.4076923076923,39.1153846153846
2007-04-16,"RIR","2006-07","Motueka",29,19,43633.58,6,0,0,0,0,0,0
2006-08-28,"PAK","2006-07","Pakowhai",1,0,0,2,52,9289.8,0,4.26666666666667,20.25,11.8166666666667
2006-09-04,"PAK","2006-07","Pakowhai",2,35,35,2,65,9528.4,20.9,7.15,17.9666666666667,11.9
2006-09-11,"PAK","2006-07","Pakowhai",3,26,61,2,52,9652.5,0,4.34,17.7166666666667,10.4666666666667
2006-09-18,"PAK","2006-07","Pakowhai",4,28,89,2,44,9888.3,0,6.78333333333333,22.3,14.05
2006-09-25,"PAK","2006-07","Pakowhai",5,396,485,2,160,22308.3,32.9,7.62307692307692,18.2076923076923,12.5615384615385
2006-10-09,"PAK","2006-07","Pakowhai",6,220,705,2,20,10656,2.1,8.36666666666667,22.3666666666667,15.6166666666667
2006-10-16,"PAK","2006-07","Pakowhai",7,33,738,2,52,10959.5,5.7,7.05,20.0833333333333,13.0666666666667
2006-10-23,"PAK","2006-07","Pakowhai",8,8,746,2,62,11230.4,12.9,8.46666666666667,20.1833333333333,13.9333333333333
2006-10-30,"PAK","2006-07","Pakowhai",9,3,749,2,81,25398.6,25.5,8.81666666666667,21.3076923076923,14.7153846153846
2006-11-13,"PAK","2006-07","Pakowhai",10,221,970,2,7,12345.6,0,14.4,26.1,20
2006-11-20,"PAK","2006-07","Pakowhai",11,644,1614,2,30,12786.5,1,11.6,24.6166666666667,17.6666666666667
2006-11-27,"PAK","2006-07","Pakowhai",12,914,2528,2,35,13163,5.8,8.83333333333333,20.75,14.6666666666667
2006-12-04,"PAK","2006-07","Pakowhai",13,176,2704,2,76,13460.1,6.9,7.2,20.4,13.4166666666667
2006-12-11,"PAK","2006-07","Pakowhai",14,49,2753,2,52,13796.4,11.7,10.4166666666667,22.9666666666667,16.6666666666667
2006-12-18,"PAK","2006-07","Pakowhai",15,92,2845,2,51,14137.8,23.1,9.13333333333333,20.6,14.4
2006-12-25,"PAK","2006-07","Pakowhai",16,421,3266,2,36,14556.9,6.5,10.1666666666667,23,17.2
2007-01-01,"PAK","2006-07","Pakowhai",17,35,3301,2,43,170.2,0.1,8.2,20.3666666666667,14.4166666666667
2007-01-08,"PAK","2006-07","Pakowhai",18,498,3799,2,62,664.4,16.5,16.6833333333333,26.65,20.7833333333333
2007-01-15,"PAK","2006-07","Pakowhai",19,6144,9943,2,38,1179.9,0,12.5166666666667,24.6166666666667,18.3
2007-01-22,"PAK","2006-07","Pakowhai",20,320,10263,2,52,1751.4,11.6,15.8666666666667,27.2,20.4833333333333
2007-01-29,"PAK","2006-07","Pakowhai",21,183,10446,2,36,2281.2,24.5,12.9166666666667,23.6666666666667,18.1833333333333
2007-02-05,"PAK","2006-07","Pakowhai",22,44,10490,2,58,2766.9,10.8,15.15,23.35,18.5833333333333
2007-02-12,"PAK","2006-07","Pakowhai",23,54,10544,2,57,3161.5,0,9.53333333333333,22.3,15.5833333333333
2007-02-19,"PAK","2006-07","Pakowhai",24,1413,11957,2,62,3604.9,2.6,12.7,24.3833333333333,18.4833333333333
2007-02-26,"PAK","2006-07","Pakowhai",25,1908,13865,2,56,4074.4,0.6,12.9,24.2666666666667,17.7166666666667
2007-03-05,"PAK","2006-07","Pakowhai",26,805,14670,2,59,4585.7,0,12.45,27.0833333333333,19.45
2007-03-12,"PAK","2006-07","Pakowhai",27,27,14697,2,15,5062.8,6.6,10.4833333333333,23.85,17.25
2007-03-19,"PAK","2006-07","Pakowhai",28,3,14700,2,77,5452.4,0.4,8.45,23.9166666666667,15.4166666666667
2007-03-26,"PAK","2006-07","Pakowhai",29,7,14707,2,0,0,0,0,0,0
2006-08-28,"LND","2006-07","Waimea",1,0.04,0.04,2,13,7974.8,0,7.63333333333333,18.15,12.6333333333333
2006-09-04,"LND","2006-07","Waimea",2,1.32,1.36,2,49,8170.1,6.6,5.13333333333333,15.7333333333333,10.15
2006-09-11,"LND","2006-07","Waimea",3,2.76,4.12,2,14,8325,0.4,6.55,16.7833333333333,11.8833333333333
2006-09-18,"LND","2006-07","Waimea",4,38.22,42.34,2,28,8537,4.3,6.15,18.9333333333333,12.5666666666667
2006-09-25,"LND","2006-07","Waimea",5,162,204.34,2,44,8768,8.8,6.31666666666667,17.55,12.2666666666667
2006-10-02,"LND","2006-07","Waimea",6,55,259.34,2,21,8975.6,4.4,5.93333333333333,16.75,11.15
2006-10-09,"LND","2006-07","Waimea",7,65,324.34,2,21,9204.4,0.4,8.33333333333333,19.9333333333333,14.45
2006-10-16,"LND","2006-07","Waimea",8,88,412.34,2,36,9460,29.1,7.5,18.0666666666667,12.45
2006-10-23,"LND","2006-07","Waimea",9,30,442.34,2,38,9669.3,3.4,7.2,17.2666666666667,12.3
2006-10-30,"LND","2006-07","Waimea",10,6,448.34,2,14,9924,0,8.18333333333333,19.3833333333333,13.8333333333333
2006-11-06,"LND","2006-07","Waimea",11,7,455.34,2,40,10189.4,12.4,6.95,19.2333333333333,12.8666666666667
2006-11-13,"LND","2006-07","Waimea",12,14,469.34,2,65,10517.7,32,11.3166666666667,21.0666666666667,15.6833333333333
2006-11-20,"LND","2006-07","Waimea",13,64,533.34,2,17,10883,11.9,9.6,22.2666666666667,15.7833333333333
2006-11-27,"LND","2006-07","Waimea",14,833,1366.34,2,20,11176.1,10.4,9.23333333333333,21.05,14.2833333333333
2006-12-04,"LND","2006-07","Waimea",15,186,1552.34,2,28,11499,3.2,7.75,21.3166666666667,14.4166666666667
2006-12-11,"LND","2006-07","Waimea",16,271,1823.34,2,16,11846.7,0.9,9.78333333333333,22.35,16.15
2006-12-18,"LND","2006-07","Waimea",17,389,2212.34,2,88,27057,85.8,11.095,20.835,15.74
2007-01-08,"LND","2006-07","Waimea",18,288,2500.34,2,80,681.5,51.7,14.9166666666667,22.1666666666667,18.2166666666667
2007-01-15,"LND","2006-07","Waimea",19,2154,4654.34,2,13,1160,0.5,15.4166666666667,22.4166666666667,18.55
2007-01-22,"LND","2006-07","Waimea",20,3536,8190.34,2,26,1703.7,8.4,14.7333333333333,24.2666666666667,19.1333333333333
2007-01-29,"LND","2006-07","Waimea",21,1458,9648.34,2,21,2135.3,10.8,12.1666666666667,22.1833333333333,17.2333333333333
2007-02-05,"LND","2006-07","Waimea",22,758,10406.34,2,12,2626.2,1.1,14.8166666666667,25.1666666666667,19.55
2007-02-12,"LND","2006-07","Waimea",23,323,10729.34,2,12,3085.6,0.4,13.75,22.9,17.8833333333333
2007-02-19,"LND","2006-07","Waimea",24,2146,12875.34,2,43,8303.9,0.5,12.7692307692308,24.3230769230769,18.7384615384615
2007-03-05,"LND","2006-07","Waimea",25,2012,14887.34,2,76,10233.8,15,10.6846153846154,22.3230769230769,16.3615384615385
2007-03-19,"LND","2006-07","Waimea",26,100,14987.34,2,31,5279.4,0.1,8.66666666666667,22.5166666666667,15.2833333333333
2007-03-26,"LND","2006-07","Waimea",27,111,15098.34,2,55,5676.7,9.3,13.4333333333333,22.8,17.2666666666667
2007-04-02,"LND","2006-07","Waimea",28,97,15195.34,2,70,13363.5,11.9,7.65384615384615,19.9153846153846,13.6923076923077
2007-04-16,"LND","2006-07","Waimea",29,63,15258.34,2,0,0,0,0,0,0
2007-08-27,"RIR","2007-08","Motueka",1,2,2,6,192,22668.9,15,13.65,55.65,31.85
2007-09-03,"RIR","2007-08","Motueka",2,5,7,6,117,22952.1,3.6,2.925,42.25,21.25
2007-09-10,"RIR","2007-08","Motueka",3,8,15,6,216,23229.3,56.4,15.45,48.15,31.3
2007-09-17,"RIR","2007-08","Motueka",4,45,60,6,162,23835.6,159.6,25.6,54.4,38.3
2007-09-24,"RIR","2007-08","Motueka",5,342,402,6,174,24425.4,63.6,19.35,44,32.2
2007-10-01,"RIR","2007-08","Motueka",6,28,430,6,186,24904.5,120,19.55,52.85,35
2007-10-08,"RIR","2007-08","Motueka",7,32,462,6,255,25565.1,331.8,22.9,46.7,33.95
2007-10-15,"RIR","2007-08","Motueka",8,9,471,6,156,26084.7,37.8,22.38,49.85,34.95
2007-10-22,"RIR","2007-08","Motueka",9,0,471,6,87,26710.8,7.8,15.15,52.85,34.3
2007-10-29,"RIR","2007-08","Motueka",10,4,475,6,114,27478.5,4.2,27.6,63,45
2007-11-05,"RIR","2007-08","Motueka",11,0,475,6,78,28284.3,0,20.25,54.8,39.05
2007-11-12,"RIR","2007-08","Motueka",12,50,525,6,129,29076.9,2.4,20.5,58.4,39.95
2007-11-19,"RIR","2007-08","Motueka",13,286,811,6,117,30125.4,0,28.35,74.5,52.6
2007-11-26,"RIR","2007-08","Motueka",14,734,1545,6,45,31323.6,2.4,29.95,64,46.7
2007-12-03,"RIR","2007-08","Motueka",15,398,1943,6,81,32502.3,47.4,31.55,69.6,50.5
2007-12-10,"RIR","2007-08","Motueka",16,369,2312,6,60,33943.8,4.2,48.35,72.4,58.3
2007-12-17,"RIR","2007-08","Motueka",17,537,2849,6,336,84757.5,180.6,36.165,68.28,51.765
2008-01-07,"RIR","2007-08","Motueka",18,3936,6785,6,93,2282.7,22.8,38.85,72,55.35
2008-01-14,"RIR","2007-08","Motueka",19,5019,11804,6,138,10028.1,195,37.9153846153846,77.0076923076923,57.3692307692308
2008-01-28,"RIR","2007-08","Motueka",20,1355,13159,6,117,6978,0,42.6,75.1,59.25
2008-02-04,"RIR","2007-08","Motueka",21,1361,14520,6,132,8309.1,49.2,32.75,69,51.15
2008-02-11,"RIR","2007-08","Motueka",22,3550,18070,6,144,9669,1.2,33.2,69.05,50.45
2008-02-18,"RIR","2007-08","Motueka",23,3064,21134,6,180,11001,91.2,40.15,70.4,55
2008-02-25,"RIR","2007-08","Motueka",24,1202,22336,6,303,27833.1,204,30.1153846153846,65.0076923076923,47.7230769230769
2008-03-10,"RIR","2007-08","Motueka",25,542,22878,6,90,14490.6,0,33.3,71.65,51.1
2008-03-17,"RIR","2007-08","Motueka",26,210,23088,6,0,0,0,0,0,0
2007-08-27,"LND","2007-08","Waimea",1,0,0,4,44,16592.4,6.4,9.46666666666667,36.7333333333333,22.5666666666667
2007-09-03,"LND","2007-08","Waimea",2,1,1,4,58,16789.6,3,4.86666666666667,29.1,14.6333333333333
2007-09-10,"LND","2007-08","Waimea",3,1,2,4,106,17005,43,12.7333333333333,31.4,21.9666666666667
2007-09-17,"LND","2007-08","Waimea",4,3,5,4,26,17451.6,58.2,18.3,36.7666666666667,26.4333333333333
2007-09-24,"LND","2007-08","Waimea",5,30,35,4,82,17862.2,10.8,13.8,28.9666666666667,21.9666666666667
2007-10-01,"LND","2007-08","Waimea",6,10,45,4,130,18205.6,60.4,14,33.6666666666667,23.3666666666667
2007-10-08,"LND","2007-08","Waimea",7,1,46,4,118,18660.8,141.4,14.4333333333333,32.8333333333333,23.6333333333333
2007-10-15,"LND","2007-08","Waimea",8,3,49,4,48,19041.6,9.2,14.92,34.4,23.4333333333333
2007-10-22,"LND","2007-08","Waimea",9,2,51,4,32,19506.2,1.8,13.0333333333333,36.4,24.7333333333333
2007-10-29,"LND","2007-08","Waimea",10,0,51,4,38,20046.4,0.6,20.8,42,30.5
2007-11-05,"LND","2007-08","Waimea",11,0,51,4,50,20647.8,0.2,16.8666666666667,36.9333333333333,27.4333333333333
2007-11-12,"LND","2007-08","Waimea",12,6,57,4,34,21238.2,1.4,16.0333333333333,41.0666666666667,28.1333333333333
2007-11-19,"LND","2007-08","Waimea",13,28,85,4,68,21976.8,0.2,20.4,50.1,36.1333333333333
2007-11-26,"LND","2007-08","Waimea",14,52,137,4,36,22817.6,4.2,20.4666666666667,41.7666666666667,31.3333333333333
2007-12-03,"LND","2007-08","Waimea",15,40,177,4,40,23601.6,18.8,22.3333333333333,46.7666666666667,34
2007-12-10,"LND","2007-08","Waimea",16,187,364,4,34,24571.4,2.2,32.3,45.1,38.3333333333333
2007-12-17,"LND","2007-08","Waimea",17,164,528,4,182,61035,121.2,25.51,45.2,34.91
2008-01-07,"LND","2007-08","Waimea",18,791,1319,4,32,1568,9,27.1333333333333,48.4666666666667,37.6
2008-01-14,"LND","2007-08","Waimea",19,724,2043,4,54,6930.8,43.6,27.2307692307692,53.0615384615385,39.7384615384615
2008-01-28,"LND","2007-08","Waimea",20,408,2451,4,6,4816.8,0.2,28.4,50.8333333333333,39.6333333333333
2008-02-04,"LND","2007-08","Waimea",21,326,2777,4,62,5730.4,35,24.1,44.9,35.0333333333333
2008-02-11,"LND","2007-08","Waimea",22,538,3315,4,38,6666.8,2.6,24.2333333333333,46.7333333333333,35.3333333333333
2008-02-18,"LND","2007-08","Waimea",23,810,4125,4,72,7624.6,42,27,47.0333333333333,36.9666666666667
2008-02-25,"LND","2007-08","Waimea",24,171,4296,4,110,19359.8,98,21.7692307692308,44.9230769230769,33.0923076923077
2008-03-10,"LND","2007-08","Waimea",25,139,4435,4,56,10089,0,22.6,48.7333333333333,33.9666666666667
2008-03-17,"LND","2007-08","Waimea",26,22,4457,4,0,0,0,0,0,0
2008-09-08,"HAV","2008-09","Havelock North",1,39,39,6,144,25867.5,30.6,12.75,52.9,33.1
2008-09-15,"HAV","2008-09","Havelock North",2,1442,1481,6,207,26250,34.5,13.05,46.45,29.65
2008-09-22,"HAV","2008-09","Havelock North",3,2100,3581,6,105,26928.3,2.4,21.42,59.35,38
2008-09-29,"HAV","2008-09","Havelock North",4,190,3771,8,128,36651.2,11.2,25.2,83.1333333333333,50.6666666666667
2008-10-06,"HAV","2008-09","Havelock North",5,1304,5075,8,124,37788.8,12,23.4666666666667,75.9333333333333,49.4
2008-10-13,"HAV","2008-09","Havelock North",6,430,5505,8,328,85041.2,114,33.8153846153846,76.3384615384615,54.0307692307692
2008-10-27,"HAV","2008-09","Havelock North",7,147,5652,8,320,89545.2,27.2,23.6615384615385,78.5538461538462,51.9692307692308
2008-11-10,"HAV","2008-09","Havelock North",8,89,5741,8,220,43005.2,0,41.6666666666667,88.2,64.3333333333333
2008-11-17,"HAV","2008-09","Havelock North",9,5558,11299,8,88,44337.6,0,34.7333333333333,86.2666666666667,62.1333333333333
2008-11-24,"HAV","2008-09","Havelock North",10,5167,16466,8,176,46212.8,60,44,85.8666666666667,66.4666666666667
2008-12-01,"HAV","2008-09","Havelock North",11,4501,20967,8,72,48062.8,0,50.0666666666667,103.533333333333,77.8
2008-12-08,"HAV","2008-09","Havelock North",12,2466,23433,8,155,80568.4,59.6,53.105,86.115,68.41
2008-12-15,"HAV","2008-09","Havelock North",13,823,24256,6,141,85519.5,56.4,34.3615384615385,68.0538461538462,52.4307692307692
2008-12-29,"HAV","2008-09","Havelock North",14,11025,35281,8,60,18836,24,50.4,105.533333333333,79.7333333333333
2009-01-05,"HAV","2008-09","Havelock North",15,7936,43217,8,104,2579.2,0.8,55,101.8,78.8666666666667
2009-01-12,"HAV","2008-09","Havelock North",16,12231,55448,8,136,4462.8,13.6,47.6,95.6,71.4666666666667
2009-01-19,"HAV","2008-09","Havelock North",17,5058,60506,8,120,6324.4,0,48.5333333333333,98,74.5333333333333
2009-01-26,"HAV","2008-09","Havelock North",18,5196,65702,8,120,8238,0,45.7333333333333,110.466666666667,75.5333333333333
2009-02-02,"HAV","2008-09","Havelock North",19,3122,68824,8,120,10339.2,8,56.0666666666667,103.333333333333,79.2
2009-02-09,"HAV","2008-09","Havelock North",20,3498,72322,8,304,12571.6,42.8,51.6,96,72.1333333333333
2009-02-16,"HAV","2008-09","Havelock North",21,994,73316,8,176,14264,38,56.8666666666667,98,77.1333333333333
2009-02-23,"HAV","2008-09","Havelock North",22,3972,77288,8,256,21451.9,284.2,52.4692307692308,89.5615384615385,70.9346153846154
2009-03-02,"HAV","2008-09","Havelock North",23,2035,79323,6,84,13567.2,22.2,34.6,67.35,52.65
2009-03-09,"HAV","2008-09","Havelock North",24,4802,84125,8,208,25529,23,28.5423076923077,80.4807692307692,54.55
2009-03-16,"HAV","2008-09","Havelock North",25,982,85107,6,129,15648.9,14.4,29.1,65.05,47.55
2009-03-23,"HAV","2008-09","Havelock North",26,1808,86915,8,196,21864.4,0,19.3333333333333,86.9333333333333,50.3333333333333
2009-03-30,"HAV","2008-09","Havelock North",27,1613,88528,8,244,22776.4,5.6,20.4666666666667,69.7333333333333,45.1333333333333
2009-04-06,"HAV","2008-09","Havelock North",28,185,88713,8,208,23538,3.2,20.9,75.4,42.4666666666667
2009-04-13,"HAV","2008-09","Havelock North",29,70,88783,8,184,24269.6,0,28.2666666666667,80.2,52.4666666666667
2009-04-20,"HAV","2008-09","Havelock North",30,44,88827,8,116,25175.2,7.2,37.9333333333333,66.8666666666667,52.8
2009-04-27,"HAV","2008-09","Havelock North",31,20,88847,8,0,0,0,0,0,0
2008-09-15,"RIR","2008-09","Motueka",1,1,1,3,192,24381.3,26.4,20.8,47.8,34.15
2008-09-22,"RIR","2008-09","Motueka",2,11,12,3,108,24940.8,0,15,54.65,33.9
